N;Instance;Decoder;Time Spent;Alpha
N010;53;PositionalAgatzDecoderWithVehicleByPercentage;797,96;Alpha1
N010;53;PositionalAgatzDecoderWithVehicleByPercentage;817,70;Alpha1
N010;53;PositionalAgatzDecoderWithVehicleByPercentage;797,96;Alpha1
N010;53;PositionalAgatzDecoderWithVehicleByPercentage;797,96;Alpha1
N010;53;PositionalAgatzDecoderWithVehicleByPercentage;797,96;Alpha1
N010;53;PositionalAgatzDecoderWithVehicleByPercentage;797,96;Alpha1
N010;53;PositionalAgatzDecoderWithVehicleByPercentage;817,70;Alpha1
N010;53;PositionalAgatzDecoderWithVehicleByPercentage;797,96;Alpha1
N010;53;PositionalAgatzDecoderWithVehicleByPercentage;797,96;Alpha1
N010;53;PositionalAgatzDecoderWithVehicleByPercentage;797,96;Alpha1
N010;55;PositionalAgatzDecoderWithVehicleByPercentage;911,35;Alpha1
N010;55;PositionalAgatzDecoderWithVehicleByPercentage;911,35;Alpha1
N010;55;PositionalAgatzDecoderWithVehicleByPercentage;911,35;Alpha1
N010;55;PositionalAgatzDecoderWithVehicleByPercentage;911,35;Alpha1
N010;55;PositionalAgatzDecoderWithVehicleByPercentage;911,35;Alpha1
N010;55;PositionalAgatzDecoderWithVehicleByPercentage;911,35;Alpha1
N010;55;PositionalAgatzDecoderWithVehicleByPercentage;911,35;Alpha1
N010;55;PositionalAgatzDecoderWithVehicleByPercentage;911,35;Alpha1
N010;55;PositionalAgatzDecoderWithVehicleByPercentage;911,35;Alpha1
N010;55;PositionalAgatzDecoderWithVehicleByPercentage;911,35;Alpha1
N010;57;PositionalAgatzDecoderWithVehicleByPercentage;753,95;Alpha1
N010;57;PositionalAgatzDecoderWithVehicleByPercentage;753,95;Alpha1
N010;57;PositionalAgatzDecoderWithVehicleByPercentage;753,95;Alpha1
N010;57;PositionalAgatzDecoderWithVehicleByPercentage;787,30;Alpha1
N010;57;PositionalAgatzDecoderWithVehicleByPercentage;787,30;Alpha1
N010;57;PositionalAgatzDecoderWithVehicleByPercentage;789,58;Alpha1
N010;57;PositionalAgatzDecoderWithVehicleByPercentage;753,95;Alpha1
N010;57;PositionalAgatzDecoderWithVehicleByPercentage;753,95;Alpha1
N010;57;PositionalAgatzDecoderWithVehicleByPercentage;789,58;Alpha1
N010;57;PositionalAgatzDecoderWithVehicleByPercentage;753,95;Alpha1
N010;59;PositionalAgatzDecoderWithVehicleByPercentage;858,94;Alpha1
N010;59;PositionalAgatzDecoderWithVehicleByPercentage;842,20;Alpha1
N010;59;PositionalAgatzDecoderWithVehicleByPercentage;858,94;Alpha1
N010;59;PositionalAgatzDecoderWithVehicleByPercentage;842,20;Alpha1
N010;59;PositionalAgatzDecoderWithVehicleByPercentage;858,94;Alpha1
N010;59;PositionalAgatzDecoderWithVehicleByPercentage;858,94;Alpha1
N010;59;PositionalAgatzDecoderWithVehicleByPercentage;858,94;Alpha1
N010;59;PositionalAgatzDecoderWithVehicleByPercentage;842,20;Alpha1
N010;59;PositionalAgatzDecoderWithVehicleByPercentage;858,94;Alpha1
N010;59;PositionalAgatzDecoderWithVehicleByPercentage;842,20;Alpha1
N010;51;PositionalAgatzDecoderWithVehicleByPercentage;617,98;Alpha1
N010;51;PositionalAgatzDecoderWithVehicleByPercentage;617,98;Alpha1
N010;51;PositionalAgatzDecoderWithVehicleByPercentage;633,42;Alpha1
N010;51;PositionalAgatzDecoderWithVehicleByPercentage;633,42;Alpha1
N010;51;PositionalAgatzDecoderWithVehicleByPercentage;633,42;Alpha1
N010;51;PositionalAgatzDecoderWithVehicleByPercentage;617,98;Alpha1
N010;51;PositionalAgatzDecoderWithVehicleByPercentage;617,98;Alpha1
N010;51;PositionalAgatzDecoderWithVehicleByPercentage;633,42;Alpha1
N010;51;PositionalAgatzDecoderWithVehicleByPercentage;617,98;Alpha1
N010;51;PositionalAgatzDecoderWithVehicleByPercentage;617,98;Alpha1
N010;52;PositionalAgatzDecoderWithVehicleByPercentage;477,46;Alpha1
N010;52;PositionalAgatzDecoderWithVehicleByPercentage;480,48;Alpha1
N010;52;PositionalAgatzDecoderWithVehicleByPercentage;480,48;Alpha1
N010;52;PositionalAgatzDecoderWithVehicleByPercentage;474,15;Alpha1
N010;52;PositionalAgatzDecoderWithVehicleByPercentage;474,15;Alpha1
N010;52;PositionalAgatzDecoderWithVehicleByPercentage;477,46;Alpha1
N010;52;PositionalAgatzDecoderWithVehicleByPercentage;477,46;Alpha1
N010;52;PositionalAgatzDecoderWithVehicleByPercentage;474,15;Alpha1
N010;52;PositionalAgatzDecoderWithVehicleByPercentage;477,46;Alpha1
N010;52;PositionalAgatzDecoderWithVehicleByPercentage;474,15;Alpha1
N010;54;PositionalAgatzDecoderWithVehicleByPercentage;596,77;Alpha1
N010;54;PositionalAgatzDecoderWithVehicleByPercentage;596,77;Alpha1
N010;54;PositionalAgatzDecoderWithVehicleByPercentage;596,77;Alpha1
N010;54;PositionalAgatzDecoderWithVehicleByPercentage;596,77;Alpha1
N010;54;PositionalAgatzDecoderWithVehicleByPercentage;596,77;Alpha1
N010;54;PositionalAgatzDecoderWithVehicleByPercentage;596,77;Alpha1
N010;54;PositionalAgatzDecoderWithVehicleByPercentage;596,77;Alpha1
N010;54;PositionalAgatzDecoderWithVehicleByPercentage;596,77;Alpha1
N010;54;PositionalAgatzDecoderWithVehicleByPercentage;596,77;Alpha1
N010;54;PositionalAgatzDecoderWithVehicleByPercentage;596,77;Alpha1
N010;56;PositionalAgatzDecoderWithVehicleByPercentage;671,44;Alpha1
N010;56;PositionalAgatzDecoderWithVehicleByPercentage;671,44;Alpha1
N010;56;PositionalAgatzDecoderWithVehicleByPercentage;671,44;Alpha1
N010;56;PositionalAgatzDecoderWithVehicleByPercentage;671,44;Alpha1
N010;56;PositionalAgatzDecoderWithVehicleByPercentage;671,44;Alpha1
N010;56;PositionalAgatzDecoderWithVehicleByPercentage;671,44;Alpha1
N010;56;PositionalAgatzDecoderWithVehicleByPercentage;671,44;Alpha1
N010;56;PositionalAgatzDecoderWithVehicleByPercentage;671,44;Alpha1
N010;56;PositionalAgatzDecoderWithVehicleByPercentage;679,55;Alpha1
N010;56;PositionalAgatzDecoderWithVehicleByPercentage;671,44;Alpha1
N010;58;PositionalAgatzDecoderWithVehicleByPercentage;776,62;Alpha1
N010;58;PositionalAgatzDecoderWithVehicleByPercentage;776,62;Alpha1
N010;58;PositionalAgatzDecoderWithVehicleByPercentage;776,62;Alpha1
N010;58;PositionalAgatzDecoderWithVehicleByPercentage;776,62;Alpha1
N010;58;PositionalAgatzDecoderWithVehicleByPercentage;776,62;Alpha1
N010;58;PositionalAgatzDecoderWithVehicleByPercentage;776,62;Alpha1
N010;58;PositionalAgatzDecoderWithVehicleByPercentage;776,62;Alpha1
N010;58;PositionalAgatzDecoderWithVehicleByPercentage;776,62;Alpha1
N010;58;PositionalAgatzDecoderWithVehicleByPercentage;776,62;Alpha1
N010;58;PositionalAgatzDecoderWithVehicleByPercentage;776,62;Alpha1
N010;60;PositionalAgatzDecoderWithVehicleByPercentage;874,85;Alpha1
N010;60;PositionalAgatzDecoderWithVehicleByPercentage;874,85;Alpha1
N010;60;PositionalAgatzDecoderWithVehicleByPercentage;874,85;Alpha1
N010;60;PositionalAgatzDecoderWithVehicleByPercentage;874,87;Alpha1
N010;60;PositionalAgatzDecoderWithVehicleByPercentage;874,87;Alpha1
N010;60;PositionalAgatzDecoderWithVehicleByPercentage;874,85;Alpha1
N010;60;PositionalAgatzDecoderWithVehicleByPercentage;874,85;Alpha1
N010;60;PositionalAgatzDecoderWithVehicleByPercentage;874,85;Alpha1
N010;60;PositionalAgatzDecoderWithVehicleByPercentage;874,85;Alpha1
